id,spelling,char_set_str
3609,prescribe,bceiprs
3610,prescription,ceinoprst
3611,presence,cenprs
3612,present,enprst
3613,presently,elnprsty
3614,preserve,eprsv
3615,preside,deiprs
3616,president,deinprst
3617,press,eprs
3618,pressure,eprsu
3619,prestige , egiprst
3620,presumably,abelmprsuy
3621,presume,emprsu
3622,pretend,denprt
3623,pretext,eprtx
3624,pretty,eprty
3625,prevail,aeilprv
3626,prevalent,aelnprtv
3627,prevent,enprtv
3628,previous,eioprsuv
3629,prey,epry
3630,prick,cikpr
3631,pride,deipr
3632,priest,eiprst
3633,primary,aimpry
3634,prime,eimpr
3635,primitive,eimprtv
3636,principal,acilnpr
3637,principle,ceilnpr
3638,print,inprt
3639,prior,iopr
3640,priority,ioprty
3641,prison,inoprs
3642,prisoner,einoprs
3643,privacy,aciprvy
3644,private,aeiprtv
3645,privilege,egilprv
3646,prize,eiprz
3647,probability,abiloprty
3648,probable,abelopr
3649,probe,beopr
3650,problem,belmopr
3651,procedure,cdeopru
3652,proceed,cdeopr
3653,proceeding,cdeginopr
3654,process,ceoprs
3655,procession,ceinoprs
3656,proclaim,acilmopr
3657,produce,cdeopru
3658,product,cdoprtu
3659,production,cdinoprtu
3660,productive,cdeioprtuv
3661,productivity,cdioprtuvy
3662,profession,efinoprs
3663,professional,aefilnoprs
3664,professor,efoprs
3665,proficiency,cefinopry
3666,profile,efilopr
3667,profit,fioprt
3668,profitable,abefiloprt
3669,profound,dfnopru
3670,programme,aegmopr
3671,progress,egoprs
3672,progressive,egioprsv
3673,prohibit , bhioprt
3674,project,cejoprt
3675,projector,cejoprt
3676,prolong,glnopr
3677,prominent,eimnoprt
3678,promise,eimoprs
3679,promising,gimnoprs
3680,promote,emoprt
3681,prompt,moprt
3682,prone,enopr
3683,pronoun,nopru
3684,pronounce,cenopru
3685,pronunciation,acinoprtu
3686,proof,fopr
3687,propaganda,adgnopr
3688,propel,elopr
3689,proper,eopr
3690,property,eoprty
3691,prophet,ehoprt
3692,proportion,inoprt
3693,proposal,aloprs
3694,propose,eoprs
3695,proposition,inoprst
3696,prose,eoprs
3697,prosecute,ceoprstu
3698,prospect,ceoprst
3699,prospective,ceioprstv
3700,prosper,eoprs
3701,prosperity,eioprsty
3702,prosperous,eoprsu
3703,protect,ceoprt
3704,protein,einoprt
3705,protest,eoprst
3706,prototype,eoprty
3707,proud,dopru
3708,prove,eoprv
3709,provide,deioprv
3710,provided,deioprv
3711,province,ceinoprv
3712,provision,inoprsv
3713,provoke,ekoprv
3714,prudent,denprtu
3715,psychiatry,achiprsty
3716,psychology,cghlopsy
3717,pub,bpu
3718,public,bcilpu
3719,publication,abcilnoptu
3720,publicity,bcilptuy
3721,publish,bhilpsu
3722,puff,fpu
3723,pull,lpu
3724,pulse,elpsu
3725,pump,mpu
3726,punch,chnpu
3727,punctual,aclnptu
3728,punish,hinpsu
3729,pupil,ilpu
3730,puppet,eptu
3731,purchase,acehprsu
3732,pure,epru
3733,purify,fipruy
3734,purple,elpru
3735,purpose,eoprsu
3736,purse,eprsu
3737,pursue,eprsu
3738,pursuit,iprstu
3739,push,hpsu
3740,put,ptu
3741,puzzle,elpuz
3742,pyramid,adimpry
3743,qualification,acfilnoqtu
3744,qualify,afilquy
3745,qualitative,aeilqtuv
3746,quality,ailqtuy
3747,quantify,afinqtuy
3748,quantitative,aeinqtuv
3749,quantity,ainqtuy
3750,quarrel,aelqru
3751,quart,aqrtu
3752,quarter,aeqrtu
3753,quarterly,aelqrtuy
3754,quartz,aqrtuz
3755,queer,eqru
3756,quench,cehnqu
3757,quest,eqstu
3758,question,einoqstu
3759,questionnaire,aeinoqrstu
3760,queue,equ
3761,quick,cikqu
3762,quiet,eiqtu
3763,quilt,ilqtu
3764,quit,iqtu
3765,quite,eiqtu
3766,quiver,eiqruv
3767,quiz,iquz
3768,quota,aoqtu
3769,quote,eoqtu
3770,rabbit,abirt
3771,race,acer
3772,racial,acilr
3773,rack,ackr
3774,racket,acekrt
3775,radar,adr
3776,radiant,adinrt
3777,radiate,adeirt
3778,radical,acdilr
3779,radio,adior
3780,radioactive,acdeiortv
3781,radius,adirsu
3782,rag,agr
3783,rage,aegr
3784,raid,adir
3785,rail,ailr
3786,railroad,adilor
3787,rain,ainr
3788,raise,aeirs
3789,rake,aekr
3790,rally,alry
3791,random,admnor
3792,range,aegnr
3793,rank,aknr
3794,rap,apr
3795,rape,aepr
3796,rapid,adipr
3797,rare,aer
3798,rarely,aelry
3799,rash,ahrs
3800,rat,art
3801,rate,aert
3802,rather,aehrt
3803,ratio,aiort
3804,rational,ailnort
3805,raw,arw
3806,ray,ary
3807,razor,aorz
3808,reach,acehr
3809,react,acert
3810,read,ader
3811,reader,ader
3812,readily,adeilry
3813,reading,adeginr
3814,ready,adery
3815,real,aelr
3816,realise,aeilrs
3817,realistic,aceilrst
3818,reality,aeilrty
3819,really,aelry
3820,realm,aelmr
3821,reap,aepr
3822,rear,aer
3823,reason,aenors
3824,reasonable,abelnors
3825,reassure,aersu
3826,rebel,belr
3827,rebellion,beilnor
3828,recall,acelr
3829,recede,cder
3830,receipt,ceiprt
3831,receive,ceirv
3832,recent,cenrt
3833,reception,ceinoprt
3834,recipe,ceipr
3835,recipient,ceinprt
3836,reciprocal,aceilopr
3837,recite,ceirt
3838,reckless,ceklrs
3839,reckon,ceknor
3840,reclaim,aceilmr
3841,recognition,ceginort
3842,recognize,ceginorz
3843,recollect,celort
3844,recommend,cdemnor
3845,reconcile,ceilnor
3846,record,cdeor
3847,recorder,cdeor
3848,recover,ceorv
3849,recovery,ceorvy
3850,recreation,aceinort
3851,recruit,ceirtu
3852,rectangle,aceglnrt
3853,rectify,cefirty
3854,recur,ceru
3855,recycle,celry
3856,reduce,cderu
3857,reduction,cdeinortu
3858,redundant,adenrtu
3859,reed,der
3860,reel,elr
3861,refer,efr
3862,reference,cefnr
3863,refine,efinr
3864,reflect,ceflrt
3865,reflection,cefilnort
3866,reform,efmor
3867,refrain,aefinr
3868,refresh,efhrs
3869,refreshment,efhmnrst
3870,refuge,efgru
3871,refugee,efgru
3872,refund,defnru
3873,refusal,aeflrsu
3874,refuse,efrsu
3875,refute,efrtu
3876,regard,adegr
3877,regarding,adeginr
3878,regardless,adeglrs
3879,regime,egimr
3880,region,eginor
3881,register,egirst
3882,regret,egrt
3883,regular,aeglru
3884,regulate,aeglrtu
3885,regulation,aegilnortu
3886,rehearsal,aehlrs
3887,reign,eginr
3888,rein,einr
3889,reinforce,cefinor
3890,reject,cejrt
3891,rejoice,ceijor
3892,relate,aelrt
3893,relation,aeilnort
3894,relationship,aehilnoprst
3895,relative,aeilrtv
3896,relativity,aeilrtvy
3897,relax,aelrx
3898,relay,aelry
3899,release,aelrs
3900,relevant,aelnrtv
3901,reliable,abeilr
3902,reliance,aceilnr
3903,relief,efilr
3904,relieve,eilrv
3905,religion,egilnor
3906,religious,egilorsu
3907,relish,ehilrs
3908,reluctant,acelnrtu
3909,rely,elry
3910,remain,aeimnr
3911,remainder,adeimnr
3912,remains,aeimnrs
3913,remark,aekmr
3914,remarkable,abeklmr
3915,remedy,demry
3916,remember,bemr
3917,remind,deimnr
3918,remnant,aemnrt
3919,remote,emort
3920,removal,aelmorv
3921,remove,emorv
3922,renaissance , aceinrs
3923,render,denr
3924,renew,enrw
3925,renovate,aenortv
3926,rent,enrt
3927,repair,aeipr
3928,repay,aepry
3929,repeat,aeprt
3930,repeatedly,adelprty
3931,repel,elpr
3932,repertoire,eioprt
3933,repetition,einoprt
3934,replace,acelpr
3935,replacement,acelmnprt
3936,reply,elpry
3937,report,eoprt
3938,reporter,eoprt
3939,represent,enprst
3940,representative,aeinprstv
3941,repression,einoprs
3942,reproach,acehopr
3943,reproduce,cdeopru
3944,reptile,eilprt
3945,republic , bceilpru
3946,republican,abceilnpru
3947,reputation,aeinoprtu
3948,request,eqrstu
3949,require,eiqru
3950,requirement,eimnqrtu
3951,rescue,cersu
3952,research,acehrs
3953,resemblance,abcelmnrs
3954,resemble,belmrs
3955,resent,enrst
3956,reservation,aeinorstv
3957,reserve,ersv
3958,reservoir,eiorsv
3959,residence,cdeinrs
3960,resident,deinrst
3961,resign,eginrs
3962,resist,eirst
3963,resistance,aceinrst
3964,resistant,aeinrst
3965,resolute,elorstu
3966,resolution,eilnorstu
3967,resolve,elorsv
3968,resort,eorst
3969,resource,ceorsu
3970,respect,ceprst
3971,respective,ceiprstv
3972,respond,denoprs
3973,response,enoprs
3974,responsibility,beilnoprsty
3975,responsible,beilnoprs
3976,rest,erst
3977,restaurant,aenrstu
3978,restless,elrst
3979,restore,eorst
3980,restrain,aeinrst
3981,restraint,aeinrst
3982,restrict,ceirst
3983,result,elrstu
3984,resultant,aelnrstu
3985,resume,emrsu
3986,retail,aeilrt
3987,retain,aeinrt
3988,retention,einort
3989,retire,eirt
3990,retort,eort
3991,retreat,aert
3992,retrieve,eirtv
3993,retrospect,ceoprst
3994,return,enrtu
3995,reveal,aelrv
3996,revelation,aeilnortv
3997,revenge,egnrv
3998,revenue,enruv
3999,reverse,ersv
4000,review,eirvw
4001,revise,eirsv
4002,revive,eirv
4003,revolt,elortv
4004,revolution,eilnortuv
4005,revolutionary,aeilnortuvy
4006,revolve,elorv
4007,reward,aderw
4008,rhythm,hmrty
4009,rib,bir
4010,ribbon,binor
4011,rice,ceir
4012,rich,chir
4013,rid,dir
4014,riddle,deilr
4015,ride,deir
4016,ridge,degir
4017,ridiculous,cdilorsu
4018,rifle,efilr
4019,right,ghirt
4020,rigid,dgir
4021,rigorous,giorsu
4022,rim,imr
4023,ring,ginr
4024,riot,iort
4025,rip,ipr
4026,ripe,eipr
4027,rise,eirs
4028,risk,ikrs
4029,ritual,ailrtu
4030,rival,ailrv
4031,roar,aor
4032,roast,aorst
4033,rob,bor
4034,robe,beor
4035,robot,bort
4036,robust,borstu
4037,rock,ckor
4038,rocket,cekort
4039,rod,dor
4040,role,elor
4041,roll,lor
4042,romance,acemnor
4043,romantic,acimnort
4044,roof,for
4045,room,mor
4046,root,ort
4047,rope,eopr
4048,rot,ort
4049,rotary,aorty
4050,rotate,aeort
4051,rotten,enort
4052,rough,ghoru
4053,round,dnoru
4054,roundabout,abdnortu
4055,rouse,eorsu
4056,route,eortu
4057,routine,einortu
4058,row,orw
4059,royal,alory
4060,royalty,alorty
4061,rub,bru
4062,rubber,beru
4063,rubbish,bhirsu
4064,ruby,bruy
4065,rude,deru
4066,rug,gru
4067,ruin,inru
4068,rule,elru
4069,ruler,elru
4070,rumor,moru
4071,run,nru
4072,rural,alru
4073,rush,hrsu
4074,rust,rstu
4075,ruthless,ehlrstu
4076,sack,acks
4077,sacred,acders
4078,sacrifice,acefirs
4079,sad,ads
4080,saddle,adels
4081,safe,aefs
4082,safeguard,adefgrsu
4083,safety,aefsty
4084,sail,ails
4085,sailor,ailors
4086,saint,ainst
4087,sake,aeks
4088,salad,adls
4089,salary,alrsy
4090,sale,aels
4091,salesman,aelmns
4092,salt,alst
4093,salute,aelstu
4094,salvation,ailnostv
4095,same,aems
4096,sample,aelmps
4097,sanction,acinost
4098,sand,adns
4099,sandwich,acdhinsw
4100,sane,aens
4101,sarcastic,acirst
4102,satellite,aeilst
4103,satire,aeirst
4104,satisfaction,acfinost
4105,satisfactory,acfiorsty
4106,satisfy,afisty
4107,saturate,aerstu
4108,sauce,acesu
4109,saucer,acersu
4110,sausage,aegsu
4111,savage,aegsv
4112,save , aesv
4113,saving,aginsv
4114,saw,asw
4115,say,asy
4116,scale,acels
4117,scan,acns
4118,scandal,acdlns
4119,scar,acrs
4120,scarce,acers
4121,scarcely,acelrsy
4122,scare,acers
4123,scarf,acfrs
4124,scatter,acerst
4125,scene,cens
4126,scenery,cenrsy
4127,scent,censt
4128,schedule,cdehlsu
4129,scheme,cehms
4130,scholar,achlors
4131,scholarship,achiloprs
4132,school,chlos
4133,science,ceins
4134,scientific,cefinst
4135,scientist,ceinst
4136,scissors,ciors
4137,scold,cdlos
4138,scope,ceops
4139,score,ceors
4140,scorn,cnors
4141,scout,costu
4142,scramble,abcelmrs
4143,scrap,acprs
4144,scrape,aceprs
4145,scratch,achrst
4146,scream,acemrs
4147,screen,cenrs
4148,screw,cersw
4149,script,ciprst
4150,scrutiny,cinrstuy
4151,sculpture,celprstu
4152,sea,aes
4153,seal,aels
4154,seam,aems
4155,search,acehrs
4156,seaside,adeis
4157,season,aenos
4158,seat,aest
4159,second,cdenos
4160,secondary,acdenorsy
4161,secret,cerst
4162,secretary,acersty
4163,section,ceinost
4164,sector,ceorst
4165,secure,cersu
4166,security,ceirstuy
4167,see,es
4168,seed,des
4169,seek,eks
4170,seem,ems
4171,seemingly,egilmnsy
4172,segment,egmnst
4173,segregate,aegrst
4174,seize,eisz
4175,seldom,delmos
4176,select,celst
4177,selection,ceilnost
4178,self,efls
4179,selfish,efhils
4180,sell,els
4181,semester,emrst
4182,semiconductor,cdeimnorstu
4183,seminar,aeimnrs
4184,senate,aenst
4185,senator,aenorst
4186,send,dens
4187,senior,einors
4188,sensation,aeinost
4189,sense,ens
4190,sensible,beilns
4191,sensitive,einstv
4192,sentence,censt
4193,sentiment,eimnst
4194,separate,aeprst
4195,sequence,cenqsu
4196,serial,aeilrs
4197,series,eirs
4198,serious,eiorsu
4199,servant,aenrstv
4200,serve,ersv
4201,service,ceirsv
4202,session,einos
4203,set,est
4204,setback,abcekst
4205,setting,eginst
4206,settle,elst
4207,settlement,elmnst
4208,seven,ensv
4209,several,aelrsv
4210,severe,ersv
4211,sew,esw
4212,sex,esx
4213,shabby,abhsy
4214,shade,adehs
4215,shadow,adhosw
4216,shady,adhsy
4217,shaft,afhst
4218,shake,aehks
4219,shall,ahls
4220,shallow,ahlosw
4221,sham,ahms
4222,shame,aehms
4223,shampoo,ahmops
4224,shape,aehps
4225,share,aehrs
4226,shark,ahkrs
4227,sharp,ahprs
4228,shatter,aehrst
4229,shave,aehsv
4230,she,ehs
4231,shear,aehrs
4232,shed,dehs
4233,sheep,ehps
4234,sheer,ehrs
4235,sheet,ehst
4236,shelf,efhls
4237,shell,ehls
4238,shelter,ehlrst
4239,shepherd,dehprs
4240,shield,dehils
4241,shift,fhist
4242,shilling,ghilns
4243,shine,ehins
4244,ship,hips
4245,shipment,ehimnpst
4246,shirt,hirst
4247,shiver,ehirsv
4248,shock,chkos
4249,shoe,ehos
4250,shoot,host
4251,shop,hops
4252,shopkeeper,ehkoprs
4253,shore,ehors
4254,short,horst
4255,shortage,aeghorst
4256,shortcoming,cghimnorst
4257,shorthand,adhnorst
4258,shortly,hlorsty
4259,shot,host
4260,should,dhlosu
4261,shoulder,dehlorsu
4262,shout,hostu
4263,shove,ehosv
4264,show,hosw
4265,shower,ehorsw
4266,shrewd,dehrsw
4267,shrink,hiknrs
4268,shrug,ghrsu
4269,shut,hstu
4270,shutter,ehrstu
4271,shuttle,ehlstu
4272,shy,hsy
4273,sick,ciks
4274,side,deis
4275,sideways,adeiswy
4276,siege,egis
4277,sigh,ghis
4278,sight,ghist
4279,sightseeing,eghinst
4280,sign,gins
4281,signal,agilns
4282,signature,aeginrstu
4283,significance,acefgins
4284,significant,acfginst
4285,signify,fginsy
4286,silence,ceilns
4287,silent,eilnst
4288,silicon,cilnos
4289,silk,ikls
4290,silly,ilsy
4291,silver,eilrsv
4292,similar,ailmrs
4293,simple,eilmps
4294,simplicity,cilmpsty
4295,simplify,filmpsy
4296,simply,ilmpsy
4297,simulate,aeilmstu
4298,simultaneous,aeilmnostu
4299,sin,ins
4300,since,ceins
4301,sincere,ceinrs
4302,sing,gins
4303,single,egilns
4304,singular,agilnrsu
4305,sink,ikns
4306,sip,ips
4307,siren,einrs
4308,sister,eirst
4309,sit,ist
4310,site,eist
4311,situated,adeistu
4312,situation,ainostu
4313,skate,aekst
4314,skeleton,eklnost
4315,skeptical,aceiklpst
4316,sketch,cehkst
4317,ski,iks
4318,skill,ikls
4319,skilled,deikls
4320,skillful,fiklsu
4321,skim,ikms
4322,skin,ikns
4323,skip,ikps
4324,skirt,ikrst
4325,skull,klsu
4326,sky,ksy
4327,skyscraper,acekprsy
4328,slack,ackls
4329,slam,alms
4330,slap,alps
4331,slaughter,aeghlrstu
4332,slave,aelsv
4333,sleeve,elsv
4334,slender,delnrs
4335,slice,ceils
4336,slide,deils
4337,slight,ghilst
4338,slim,ilms
4339,slip,ilps
4340,slipper,eilprs
4341,slippery,eilprsy
4342,slit,ilst
4343,slogan,aglnos
4344,slope,elops
4345,slot,lost
4346,slow,losw
4347,slum,lmsu
4348,sly,lsy
4349,small,alms
4350,smart,amrst
4351,smash,ahms
4352,smell,elms
4353,smile,eilms
4354,smog,gmos
4355,smoke,ekmos
4356,smooth,hmost
4357,smuggle,eglmsu
4358,snack,ackns
4359,snake,aekns
4360,snap,anps
4361,snatch,achnst
4362,sneak,aekns
4363,sneeze,ensz
4364,sniff,fins
4365,snow,nosw
4366,snowstorm,mnorstw
4367,so,os
4368,soak,akos
4369,soap,aops
4370,soar,aors
4371,sob,bos
4372,sober,beors
4373,so-called,-acdelos
4374,soccer,ceors
4375,sociable,abceilos
4376,social,acilos
4377,socialism,acilmos
4378,society,ceiosty
4379,sociology,cgilosy
4380,sock,ckos
4381,soda,ados
4382,sofa,afos
4383,soft,fost
4384,software,aeforstw
4385,soil,ilos
4386,solar,alors
4387,soldier,deilors
4388,sole,elos
4389,solemn,elmnos
4390,solid,dilos
4391,solidarity,adilorsty
4392,solitary,ailorsty
4393,solo,los
4394,soluble,belosu
4395,solution,ilnostu
4396,solve,elosv
4397,some,emos
4398,somebody,bdemosy
4399,somehow,ehmosw
4400,someone,emnos
4401,something,eghimnost
4402,sometime,eimost
4403,sometimes,eimost
4404,somewhat,aehmostw
4405,somewhere,ehmorsw
4406,sophisticated,acdehiopst
4407,sophomore,ehmoprs
4408,sore,eors
4409,sorrow,orsw
4410,sorry,orsy
4411,sort , orst
4412,soul , losu
4413,sound,dnosu
4414,soup,opsu
4415,sour,orsu
4416,source,ceorsu
4417,south,hostu
4418,southeast,aehostu
4419,southern,ehnorstu
4420,southwest,ehostuw
4421,sovereign,eginorsv
4422,sow,osw
4423,space,aceps
4424,spacecraft,acefprst
4425,spaceship,acehips
4426,spacious , aciopsu
4427,spade,adeps
4428,span,anps
4429,spare,aeprs
4430,spark,akprs
4431,sparkle,aeklprs
4432,speak,aekps
4433,speaker,aekprs
4434,spear,aeprs
4435,special,aceilps
4436,specialist,aceilpst
4437,speciality,aceilpsty
4438,specialize,aceilpsz
4439,species,ceips
4440,specific,cefips
4441,specification,acefinopst
4442,specify,cefipsy
4443,specimen,ceimnps
4444,spectacle,acelpst
4445,spectacular,acelprstu
4446,spectator,aceoprst
4447,spectrum,cemprstu
4448,speculate,acelpstu
4449,speech,cehps
4450,speed,deps
4451,spell,elps
4452,spelling,egilnps
4453,spend,denps
4454,sphere,ehprs
4455,spicy,cipsy
4456,spider,deiprs
4457,spill,ilps
4458,spin,inps
4459,spine,einps
4460,spiral,ailprs
4461,spirit,iprst
4462,spiritual,ailprstu
4463,spit,ipst
4464,spite,eipst
4465,splash,ahlps
4466,splendid,deilnps
4467,split,ilpst
4468,spoil,ilops
4469,spokesman,aekmnops
4470,sponge,egnops
4471,sponsor,noprs
4472,spontaneous,aenopstu
4473,spoon,nops
4474,sport,oprst
4475,sportsman,amnoprst
4476,spot,opst
4477,spouse,eopsu
4478,spray,aprsy
4479,spread,adeprs
4480,spring,ginprs
4481,sprinkle,eiklnprs
4482,sprout,oprstu
4483,spur,prsu
4484,spy,psy
4485,square,aeqrsu
4486,squeeze,eqsuz
4487,squirrel,eilqrsu
4488,stab,abst
4489,stability,abilsty
4490,stable,abelst
4491,stack,ackst
4492,stadium,adimstu
4493,staff,afst
4494,stage,aegst
4495,stagger,aegrst
4496,stain,ainst
4497,stair,airst
4498,staircase,aceirst
4499,stake,aekst
4500,stale,aelst
4501,stalk,aklst
4502,stall,alst
4503,stamp,ampst
4504,stand,adnst
4505,standard,adnrst
4506,standpoint,adinopst
4507,staple,aelpst
4508,star,arst
4509,stare,aerst
4510,start,arst
4511,startle,aelrst
4512,starve,aerstv
4513,state,aest
4514,statement,aemnst
4515,statesman,aemnst
4516,static,acist
4517,station,ainost
4518,stationary,ainorsty
4519,stationery,aeinorsty
4520,statistical,acilst
4521,statue,aestu
4522,status,astu
4523,statute,aestu
4524,stay,asty
4525,steady,adesty
4526,steak,aekst
4527,steal,aelst
4528,steam,aemst
4529,steamer,aemrst
4530,steel,elst
4531,steep,epst
4532,steer,erst
4533,stem,emst
4534,step,epst
4535,stereo,eorst
4536,stereotype,eoprsty
4537,stern,enrst
4538,steward,aderstw
4539,stick,cikst
4540,sticky,ciksty
4541,stiff,fist
4542,still,ilst
4543,stimulate,aeilmstu
4544,sting,ginst
4545,stir,irst
4546,stitch,chist
4547,stock,ckost
4548,stocking,cgiknost
4549,stomach,achmost
4550,stone,enost
4551,stool,lost
4552,stoop,opst
4553,storage,aegorst
4554,store,eorst
4555,storey,eorsty
4556,storm,morst
4557,story,orsty
4558,stove,eostv
4559,straight,aghirst
4560,straightforward,adfghiorstw
4561,strain,ainrst
4562,strange,aegnrst
4563,stranger,aegnrst
4564,strap,aprst
4565,strategy,aegrsty
4566,straw,arstw
4567,strawberry,aberstwy
4568,stream,aemrst
4569,streamline,aeilmnrst
4570,street,erst
4571,strength,eghnrst
4572,strengthen,eghnrst
4573,strenuous,enorstu
4574,stress,erst
4575,stretch,cehrst
4576,strict,cirst
4577,stride,deirst
4578,strife,efirst
4579,strike,eikrst
4580,striking,giknrst
4581,string,ginrst
4582,strip,iprst
4583,stripe,eiprst
4584,strive,eirstv
4585,stroke,ekorst
4586,stroll,lorst
4587,strong,gnorst
4588,structure,cerstu
4589,struggle,eglrstu
4590,stubborn,bnorstu
4591,studio,diostu
4592,study,dstuy
4593,stuff,fstu
4594,stumble,belmstu
4595,stun,nstu
4596,stupid,dipstu
4597,sturdy,drstuy
4598,style,elsty
4599,subject,bcejstu
4600,subjective,bceijstuv
4601,submarine,abeimnrsu
4602,submerge,begmrsu
4603,submit,bimstu
4604,subordinate,abdeinorstu
4605,subscribe,bceirsu
4606,subsequent,benqstu
4607,subsidy,bdisuy
4608,substance,abcenstu
4609,substantial,abilnstu
4610,substitute,beistu
4611,subtle,belstu
4612,subtract,abcrstu
4613,suburb,brsu
4614,subway,absuwy
4615,succeed,cdesu
4616,success,cesu
4617,successful,ceflsu
4618,succession,ceinosu
4619,successive,ceisuv
4620,successor,ceorsu
4621,suck,cksu
4622,sudden,densu
4623,sue,esu
4624,suffer,efrsu
4625,suffice,cefisu
4626,sufficient,cefinstu
4627,sugar,agrsu
4628,suggest,egstu
4629,suggestion,eginostu
4630,suicide,cdeisu
4631,suit,istu
4632,suitable,abeilstu
4633,suite,eistu
4634,sulfur,flrsu
4635,sum,msu
4636,summarize,aeimrsuz
4637,summary,amrsuy
4638,summit,imstu
4639,summon,mnosu
4640,sun,nsu
4641,sunrise,einrsu
4642,sunset,enstu
4643,sunshine,ehinsu
4644,super,eprsu
4645,superb,beprsu
4646,superficial,acefilprsu
4647,superfluous,efloprsu
4648,superior,eioprsu
4649,superiority,eioprstuy
4650,supermarket,aekmprstu
4651,supersonic,ceinoprsu
4652,superstition,einoprstu
4653,supervise,eiprsuv
4654,supper,eprsu
4655,supplement,elmnpstu
4656,supply,lpsuy
4657,support,oprstu
4658,suppose,eopsu
4659,suppress,eprsu
4660,supreme,emprsu
4661,surface,acefrsu
4662,surge,egrsu
4663,surgeon,egnorsu
4664,surgery,egrsuy
4665,surname,aemnrsu
4666,surpass,aprsu
4667,surplus,lprsu
4668,surprise,eiprsu
4669,surrender,denrsu
4670,surround,dnorsu
4671,surroundings,dginorsu
4672,survey,ersuvy
4673,survival,ailrsuv
4674,survive,eirsuv
4675,susceptible,bceilpstu
4676,suspect,cepstu
4677,suspend,denpsu
4678,suspicion,cinopsu
4679,suspicious,ciopsu
4680,sustain,ainstu
4681,swallow,alosw
4682,swamp,ampsw
4683,swan,answ
4684,swarm,amrsw
4685,sway,aswy
4686,swear,aersw
4687,sweat,aestw
4688,sweater,aerstw
4689,sweep,epsw
4690,sweet,estw
4691,swell,elsw
4692,swift,fistw
4693,swim,imsw
4694,swing,ginsw
4695,switch,chistw
4696,sword,dorsw
4697,symbol,blmosy
4698,symmetry,emrsty
4699,sympathetic,acehimpsty
4700,sympathize,aehimpstyz
